time;sec;nsec;tag_address;anchor_address;range;range_ground_truth;receive_power;first_path_power;receive_quality;temperature;voltage;tag_antenna_delay
1516650434.106177;1516650434;106177091;176;178;6.260000228881836;1.732050807568877;-75.45999908447266;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.5485548973083496;15494
1516650434.120318;1516650434;120317935;176;177;11.920000076293945;1.732050807568877;-74.05999755859375;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.554335117340088;15494
1516650434.22957;1516650434;229569911;176;178;6.269999980926514;1.732050807568877;-75.45999908447266;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650434.243651;1516650434;243650913;176;177;11.859999656677246;1.732050807568877;-74.52999877929688;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650434.354039;1516650434;354038953;176;178;6.230000019073486;1.732050807568877;-76.69000244140625;-279.29998779296875;-153.02000427246094;48.08000183105469;3.294219970703125;15494
1516650434.368305;1516650434;368304967;176;177;11.890000343322754;1.732050807568877;-73.55999755859375;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.554335117340088;15494
1516650434.476301;1516650434;476300954;176;178;6.239999771118164;1.732050807568877;-75.88999938964844;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650434.490313;1516650434;490313053;176;177;11.869999885559082;1.732050807568877;-73.69000244140625;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650434.600329;1516650434;600328922;176;178;6.260000228881836;1.732050807568877;-76.20999908447266;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650434.614363;1516650434;614362955;176;177;11.869999885559082;1.732050807568877;-73.91000366210938;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650434.724956;1516650434;724956035;176;178;6.25;1.732050807568877;-74.36000061035156;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.554335117340088;15494
1516650434.73891;1516650434;738909959;176;177;11.899999618530273;1.732050807568877;-73.88999938964844;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.554335117340088;15494
1516650434.84753;1516650434;847529888;176;178;6.260000228881836;1.732050807568877;-75.87000274658203;-279.29998779296875;-153.02000427246094;48.08000183105469;3.294219970703125;15494
1516650434.862296;1516650434;862296104;176;177;11.899999618530273;1.732050807568877;-74.37000274658203;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.554335117340088;15494
1516650434.971615;1516650434;971615076;176;178;6.260000228881836;1.732050807568877;-74.11000061035156;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.554335117340088;15494
1516650434.985555;1516650434;985554933;176;177;11.880000114440918;1.732050807568877;-75.4800033569336;-279.29998779296875;-153.02000427246094;49.220001220703125;3.294219970703125;15494
1516650435.094453;1516650435;94453096;176;178;6.260000228881836;1.732050807568877;-76.13999938964844;-279.29998779296875;-153.02000427246094;48.08000183105469;2.554335117340088;15494
1516650435.108658;1516650435;108658075;176;177;11.920000076293945;1.732050807568877;-73.12000274658203;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650435.218188;1516650435;218188047;176;178;6.239999771118164;1.732050807568877;-76.02999877929688;-279.29998779296875;-153.02000427246094;48.08000183105469;3.2884390354156494;15494
1516650435.23238;1516650435;232379913;176;177;11.869999885559082;1.732050807568877;-73.37999725341797;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.542773962020874;15494
1516650435.341703;1516650435;341702938;176;178;6.260000228881836;1.732050807568877;-75.13999938964844;-279.29998779296875;-153.02000427246094;46.939998626708984;3.299999952316284;15494
1516650435.357417;1516650435;357417106;176;177;11.899999618530273;1.732050807568877;-74.98999786376953;-279.29998779296875;-153.02000427246094;48.08000183105469;3.294219970703125;15494
1516650435.464406;1516650435;464406013;176;178;6.260000228881836;1.732050807568877;-75.56999969482422;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650435.479141;1516650435;479140996;176;177;11.869999885559082;1.732050807568877;-74.20999908447266;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.554335117340088;15494
1516650435.588334;1516650435;588334083;176;178;6.21999979019165;1.732050807568877;-75.16000366210938;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650435.60303;1516650435;603029966;176;177;11.880000114440918;1.732050807568877;-74.20999908447266;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.554335117340088;15494
1516650435.712849;1516650435;712848901;176;178;6.269999980926514;1.732050807568877;-76.6500015258789;-279.29998779296875;-153.02000427246094;48.08000183105469;3.294219970703125;15494
1516650435.72762;1516650435;727619886;176;177;11.869999885559082;1.732050807568877;-73.4800033569336;-279.29998779296875;-153.02000427246094;48.08000183105469;3.299999952316284;15494
1516650435.835669;1516650435;835669040;176;178;6.21999979019165;1.732050807568877;-76.25;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.542773962020874;15494
1516650435.849518;1516650435;849518060;176;177;11.890000343322754;1.732050807568877;-74.0999984741211;-279.29998779296875;-153.02000427246094;49.220001220703125;3.294219970703125;15494
1516650435.959809;1516650435;959809064;176;178;6.269999980926514;1.732050807568877;-76.37999725341797;-279.29998779296875;-153.02000427246094;-97.83999633789062;2.554335117340088;15494
1516650435.973768;1516650435;973767995;176;177;11.890000343322754;1.732050807568877;-73.7300033569336;-279.29998779296875;-153.02000427246094;49.220001220703125;3.294219970703125;15494
