type;tag_address;anchor_address;ground_truth;range;receive_power;first_path_power;receive_quality;temperature;voltage
0;179;178;2.0;156.48;-73.65;64.95;201.99;40.1;3.317341
0;179;178;2.0;156.54;-72.3;64.95;201.99;41.24;3.317341
0;179;178;2.0;156.51;-72.21;64.95;201.99;41.24;3.317341
0;179;178;2.0;156.49;-72.37;64.95;201.99;41.24;3.311561
0;179;178;2.0;156.53;-73.77;64.95;201.99;42.38;3.323121
0;179;178;2.0;156.5;-70.71;64.95;201.99;41.24;3.323121
0;179;178;2.0;156.48;-73.97;64.95;201.99;41.24;3.323121
0;179;178;2.0;156.52;-73.65;64.95;201.99;42.38;3.317341
0;179;178;2.0;156.48;-72.45;64.95;201.99;42.38;3.317341
0;179;178;2.0;156.53;-72.71;64.95;201.99;42.38;3.317341
0;179;178;2.0;156.48;-73.55;64.95;201.99;42.38;3.317341
0;179;178;2.0;156.51;-72.47;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.52;-70.51;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.5;-72.49;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.53;-72.17;64.95;201.99;42.38;3.317341
0;179;178;2.0;156.5;-72.68;64.95;201.99;42.38;3.323121
0;179;178;2.0;156.51;-72.48;64.95;201.99;42.38;3.317341
0;179;178;2.0;156.47;-72.48;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.5;-74.19;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.46;-72.14;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.49;-72.98;64.95;201.99;43.52;3.328902
0;179;177;2.0;156.35;-72.82;64.95;201.99;43.52;3.323121
0;179;178;2.0;156.49;-72.2;64.95;201.99;43.52;3.323121
0;179;177;2.0;156.34;-72.19;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.48;-72.14;64.95;201.99;43.52;3.323121
0;179;177;2.0;156.33;-72.44;64.95;201.99;43.52;3.323121
0;179;178;2.0;156.54;-72.53;64.95;201.99;43.52;3.323121
0;179;177;2.0;156.35;-72.4;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.47;-72.76;64.95;201.99;43.52;3.311561
0;179;177;2.0;156.39;-72.3;64.95;201.99;43.52;3.311561
0;179;178;2.0;156.49;-74.19;64.95;201.99;43.52;3.311561
0;179;177;2.0;156.35;-72.68;64.95;201.99;44.66;3.317341
0;179;178;2.0;156.46;-72.27;64.95;201.99;43.52;3.323121
0;179;177;2.0;156.37;-72.41;64.95;201.99;44.66;3.311561
0;179;178;2.0;156.47;-72.94;64.95;201.99;43.52;3.317341
0;179;177;2.0;156.36;-72.19;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.52;-71.93;64.95;201.99;44.66;3.317341
0;179;177;2.0;156.38;-72.32;64.95;201.99;43.52;3.317341
0;179;178;2.0;156.47;-73.19;64.95;201.99;43.52;3.317341
0;179;177;2.0;156.36;-72.28;64.95;201.99;43.52;3.323121
0;179;178;2.0;156.5;-73.89;64.95;201.99;43.52;3.317341
0;179;177;2.0;156.38;-72.3;64.95;201.99;44.66;3.317341
