time;sec;nsec;x;y;z;qx;qy;qz;qw
1518089637.0451777;1518089637;45177685;0.006628791565930907;0.00395552224688494;0.0;0.0;0.0;-0.042560639112670884;0.9990938854773964
1518089637.0451777;1518089637;45177685;-0.0016686582080931338;-0.0023804813480211317;0.0;0.0;0.0;-0.015462354197716308;0.9998804506553093
1518089637.0451777;1518089637;45177685;0.00037693786631607333;0.0012760784423687132;0.0;0.0;0.0;0.02632946691087455;0.9996533194924074
1518089637.0451777;1518089637;45177685;0.002478589885173731;-0.004809236737820856;0.0;0.0;0.0;-0.0066805698991453345;0.999977684743926
1518089637.0451777;1518089637;45177685;0.0023444269307161926;-0.008116510587128398;0.0;0.0;0.0;0.06427805255187655;0.9979320277254049
1518089637.0451777;1518089637;45177685;-0.004503097961490461;-0.003853058814260492;0.0;0.0;0.0;-0.031912273452202995;0.9994906736949134
1518089637.0451777;1518089637;45177685;-0.008981636413100779;0.002646174770399817;0.0;0.0;0.0;0.03340917699304478;0.9994417576290513
1518089637.0451777;1518089637;45177685;-0.0055729444880386085;0.0004281714901033728;0.0;0.0;0.0;-0.03691709006619857;0.9993183318948193
1518089637.0451777;1518089637;45177685;-0.0010936124608963119;0.0020867944293541424;0.0;0.0;0.0;-0.0022013570397295215;0.9999975770106564
1518089637.0451777;1518089637;45177685;-0.002604750491416909;-0.009611671265811516;0.0;0.0;0.0;-0.018165370684457473;0.9998349960407948
1518089637.0451777;1518089637;45177685;-0.006314341857007789;-2.3502816074015835e-05;0.0;0.0;0.0;0.020871598792893457;0.9997821644557521
1518089637.0451777;1518089637;45177685;0.00010296537404064496;-0.002800906377361441;0.0;0.0;0.0;0.012297711488371965;0.9999243802869039
1518089637.0451777;1518089637;45177685;0.0027628638908936023;-0.001200782858281514;0.0;0.0;0.0;0.009824086274557824;0.9999517425000418
1518089637.0451777;1518089637;45177685;-0.003817151140447263;-0.006400837265654777;0.0;0.0;0.0;-0.0545326089857486;0.9985119901920094
1518089637.0451777;1518089637;45177685;0.008189453940518805;0.0006308784986852129;0.0;0.0;0.0;0.012985946003003962;0.9999156790481921
1518089637.0451777;1518089637;45177685;-0.003061402581029611;-0.0008914835215648593;0.0;0.0;0.0;-0.04023443687121785;0.9991902672112334
1518089637.0451777;1518089637;45177685;-0.0008584123150441779;0.004258701701879251;0.0;0.0;0.0;-0.0024121675761562514;0.9999970907195603
1518089637.0451777;1518089637;45177685;0.004040707666850591;-0.0026325120366618372;0.0;0.0;0.0;-0.012319780042727884;0.9999241086300994
1518089637.0451777;1518089637;45177685;-0.004127868900958158;0.0017172626266538764;0.0;0.0;0.0;-0.03449346181653967;0.9994049234879279
1518089637.0451777;1518089637;45177685;-0.002556477431401219;-0.005512110864166246;0.0;0.0;0.0;0.0022438804404547974;0.9999974824971155
1518089637.0451777;1518089637;45177685;0.0007656452427012243;-0.007657688149593874;0.0;0.0;0.0;0.018521210311446327;0.9998284676726299
1518089637.0451777;1518089637;45177685;0.0005774150712631277;-0.0009337914268126764;0.0;0.0;0.0;-0.011466597738125977;0.999934256407046
1518089637.0451777;1518089637;45177685;-0.00029329991274302695;0.005529719907489837;0.0;0.0;0.0;0.011161000094777666;0.9999377140986755
1518089637.0451777;1518089637;45177685;-0.0010473544548767794;-0.003898353263208821;0.0;0.0;0.0;0.021035146440320184;0.9997787368284216
1518089637.0451777;1518089637;45177685;-0.0038346127801836194;7.409752925583697e-05;0.0;0.0;0.0;0.011719157018391557;0.9999313283214895
1518089637.0451777;1518089637;45177685;0.0009014389401440966;0.008386485971033884;0.0;0.0;0.0;-0.011405586774674162;0.9999349541796834
1518089637.0451777;1518089637;45177685;0.003449557579355858;0.0006123431027613176;0.0;0.0;0.0;-0.0394977135239131;0.9992196608485958
1518089637.0451777;1518089637;45177685;0.003807516206908019;0.0011248495351282354;0.0;0.0;0.0;-0.006213625658000232;0.9999806952417543
1518089637.0451777;1518089637;45177685;-0.002120798007572695;0.010937796210752708;0.0;0.0;0.0;0.017750870588958665;0.9998424408842296
1518089637.0451777;1518089637;45177685;-0.0030383302642808066;0.001501906620613121;0.0;0.0;0.0;-0.04006272257477923;0.9991971668594223
1518089637.0451777;1518089637;45177685;0.0017193722621160622;0.005923692604158203;0.0;0.0;0.0;-0.04264999636461821;0.9990900749232263
1518089637.0451777;1518089637;45177685;0.0022446488956971893;0.0031152183522883178;0.0;0.0;0.0;0.04878203374431031;0.9988094478847149
1518089637.0451777;1518089637;45177685;0.006834071366621941;0.0038373943742780526;0.0;0.0;0.0;-0.015537613301636846;0.9998792840002682
1518089637.0451777;1518089637;45177685;0.0002579956034506769;-0.00020456296434576983;0.0;0.0;0.0;0.011132648726660529;0.999938030146033
1518089637.0451777;1518089637;45177685;0.0034516569452479095;0.008812196541195503;0.0;0.0;0.0;0.049868542762746146;0.9987557901923373
1518089637.0451777;1518089637;45177685;0.006875743201010283;0.000881234407609979;0.0;0.0;0.0;0.05320773114324021;0.998583465388141
1518089637.0451777;1518089637;45177685;0.002246314458722663;-0.003431355007221116;0.0;0.0;0.0;-0.016594701437614514;0.9998622984612413
1518089637.0451777;1518089637;45177685;0.002639473546753299;-0.005234221955883216;0.0;0.0;0.0;-0.013791303412371416;0.9999048954526565
1518089637.0451777;1518089637;45177685;0.0037500133066231986;0.0006394694162780186;0.0;0.0;0.0;-0.007431624904430431;0.9999723850943484
1518089637.0451777;1518089637;45177685;-0.0024886164721189367;0.00710799616119072;0.0;0.0;0.0;-0.013415818752284127;0.9999100038539498
1518089637.0451777;1518089637;45177685;0.006378888271567826;0.00025602545639345005;0.0;0.0;0.0;-0.041019033048156975;0.999158365289404
1518089637.0451777;1518089637;45177685;0.006789691564553615;-0.01139157613543463;0.0;0.0;0.0;-0.0018506123051970902;0.9999982876155818
1518089637.0451777;1518089637;45177685;-0.0056198719984766705;-0.0018138999892134055;0.0;0.0;0.0;-0.008519327454344567;0.9999637098713761
1518089637.0451777;1518089637;45177685;0.00929500658867913;0.004880669718148323;0.0;0.0;0.0;-0.05000254119774684;0.9987490905496573
1518089637.0451777;1518089637;45177685;0.0029597657515146253;-0.004090056389784798;0.0;0.0;0.0;0.014495322699851808;0.9998949372908271
1518089637.0451777;1518089637;45177685;-0.0055998690888965225;0.004711527632854979;0.0;0.0;0.0;-0.015272184334372536;0.9998833733919457
1518089637.0451777;1518089637;45177685;0.005957342087100505;-0.00023135556828805549;0.0;0.0;0.0;0.008163738410524774;0.9999666761323421
1518089637.0451777;1518089637;45177685;-0.009306503424637052;0.0027125534373601268;0.0;0.0;0.0;-0.01714027907770011;0.9998530946259748
1518089637.0451777;1518089637;45177685;-0.0009199868288679263;-0.0006382982897204759;0.0;0.0;0.0;0.017305576541852503;0.9998502472973411
1518089637.0451777;1518089637;45177685;-5.992551671652762e-05;0.0033289569045506567;0.0;0.0;0.0;-0.021487320875651618;0.9997691208682067
1518089637.5487227;1518089637;548722723;0.005158710970251168;0.0061880710869805355;0.0;0.0;0.0;-0.10316626274925939;0.9946641253359603
1518089637.5487227;1518089637;548722723;-0.0036892625680233796;0.004179838375800623;0.0;0.0;0.0;0.039272711390577905;0.9992285294866396
1518089637.5487227;1518089637;548722723;0.008556883479838835;0.0016689579194601118;0.0;0.0;0.0;-0.006728712983677242;0.9999773619545511
1518089637.5487227;1518089637;548722723;0.0048905572451138;-0.002552019284286303;0.0;0.0;0.0;-0.013862619445209437;0.9999039092743449
1518089637.5487227;1518089637;548722723;0.0006283324326262771;-0.0039836578683873315;0.0;0.0;0.0;0.07787082341489554;0.9969634571340548
1518089637.5487227;1518089637;548722723;0.0012205764722492186;-0.0008113982574323377;0.0;0.0;0.0;-0.04215546213217019;0.999111063402074
1518089637.5487227;1518089637;548722723;-0.004451035169340496;0.01606816251120246;0.0;0.0;0.0;0.02207446930069592;0.9997563292148205
1518089637.5487227;1518089637;548722723;-0.009639092455354334;0.005532031651708455;0.0;0.0;0.0;-0.02745328065370332;0.9996230876592181
1518089637.5487227;1518089637;548722723;-0.005717882589472864;0.00786020745450117;0.0;0.0;0.0;-0.011588921351933606;0.9999328461961327
1518089637.5487227;1518089637;548722723;-0.00958929562499584;0.004012800075498849;0.0;0.0;0.0;-0.054251331094685364;0.9985273121324498
1518089637.5487227;1518089637;548722723;-0.0071946793919010635;0.004862928717274979;0.0;0.0;0.0;0.009078146374595232;0.9999587927801832
1518089637.5487227;1518089637;548722723;0.005859968559310767;0.003594543570985728;0.0;0.0;0.0;0.01976022999035427;0.999804747593613
1518089637.5487227;1518089637;548722723;0.008883386635580175;-0.00118002127388993;0.0;0.0;0.0;0.03940750682735664;0.9992232225111923
1518089637.5487227;1518089637;548722723;-0.0082288399161519;-0.0034112632122202165;0.0;0.0;0.0;-0.05864871972161967;0.9982786823703164
