time;sec;nsec;id;range
1510921998.523746;1510921998;523746013;177;0.0
1510921998.646406;1510921998;646405935;177;1.88
1510921998.748654;1510921998;748653888;177;1.92
1510921998.850794;1510921998;850794076;177;1.84
1510921998.953139;1510921998;953139066;177;1.88
1510921999.055238;1510921999;55238008;177;1.9
1510921999.157535;1510921999;157535076;177;1.91
1510921999.25977;1510921999;259769916;177;1.9
1510921999.361964;1510921999;361963987;177;1.91
1510921999.464027;1510921999;464026927;177;1.89
1510921999.56631;1510921999;566309928;177;1.9
1510921999.668523;1510921999;668523073;177;1.88
1510921999.770891;1510921999;770890951;177;1.89
1510921999.873094;1510921999;873094081;177;1.92
1510921999.975242;1510921999;975241899;177;1.88
1510922000.077624;1510922000;77624082;177;1.91
1510922000.179613;1510922000;179613113;177;1.9
1510922000.281939;1510922000;281939029;177;1.85
1510922000.384134;1510922000;384134054;177;1.98
1510922000.486242;1510922000;486242055;177;1.9
1510922000.588551;1510922000;588551044;177;1.97
1510922000.64983;1510922000;649830102;180;0.0
1510922000.806921;1510922000;806921005;177;1.91
1510922000.821013;1510922000;821012973;180;1.61
1510922000.931125;1510922000;931124925;177;1.95
1510922000.944901;1510922000;944900989;180;1.59
1510922001.053705;1510922001;53704977;177;1.92
1510922001.067517;1510922001;67517042;180;1.56
1510922001.177696;1510922001;177695989;177;1.9
1510922001.19152;1510922001;191519975;180;1.6
1510922001.548402;1510922001;548402070;177;2.01
1510922001.562303;1510922001;562303066;180;1.6
1510922001.672424;1510922001;672424077;177;1.84
1510922001.686349;1510922001;686348915;180;1.54
1510922001.795034;1510922001;795033931;177;1.95
1510922001.80902;1510922001;809020042;180;1.54
1510922001.919053;1510922001;919053077;177;1.96
1510922001.933032;1510922001;933032035;180;1.59
1510922002.28977;1510922002;289769887;177;1.91
1510922002.303715;1510922002;303714990;180;1.55
1510922002.412448;1510922002;412447929;177;1.96
1510922002.426372;1510922002;426372051;180;1.57
1510922002.536396;1510922002;536396026;177;1.84
1510922002.550343;1510922002;550343036;180;1.6
1510922002.66048;1510922002;660480022;177;1.89
1510922002.674475;1510922002;674474954;180;1.53
1510922002.783039;1510922002;783039093;177;1.9
1510922002.797162;1510922002;797162055;180;1.56
1510922002.907164;1510922002;907164096;177;1.97
1510922002.921189;1510922002;921189069;180;1.54
1510922003.029755;1510922003;29755115;177;1.87
1510922003.043716;1510922003;43715953;180;1.56
1510922003.153945;1510922003;153944969;177;1.89
1510922003.167777;1510922003;167777061;180;1.59
1510922003.222917;1510922003;222917079;179;0.0
1510922003.414519;1510922003;414519071;177;1.92
1510922003.428483;1510922003;428483009;180;1.53
1510922003.442477;1510922003;442476987;179;5.27
1510922003.559061;1510922003;559061050;177;1.92
1510922003.572998;1510922003;572998046;180;1.52
1510922003.586955;1510922003;586955070;179;5.25
1510922003.703498;1510922003;703497886;177;1.85
1510922003.717321;1510922003;717320919;180;1.6
1510922003.731432;1510922003;731431961;179;5.24
1510922003.847878;1510922003;847877979;177;1.88
1510922003.861708;1510922003;861707925;180;1.6
1510922003.875878;1510922003;875878095;179;5.25
1510922003.992415;1510922003;992414951;177;1.88
1510922004.006377;1510922004;6376981;180;1.53
1510922004.020329;1510922004;20328998;179;5.26
1510922004.136905;1510922004;136904954;177;1.98
1510922004.150836;1510922004;150835990;180;1.53
1510922004.164789;1510922004;164788961;179;5.25
1510922004.281245;1510922004;281244993;177;1.97
1510922004.295177;1510922004;295176982;180;1.5
1510922004.30924;1510922004;309240102;179;5.25
1510922004.425778;1510922004;425777912;177;1.98
1510922004.439628;1510922004;439627885;180;1.5
1510922004.453751;1510922004;453751087;179;5.25
1510922004.570184;1510922004;570183992;177;1.98
1510922004.584222;1510922004;584222078;180;1.56
1510922004.598198;1510922004;598197937;179;5.24
1510922004.714666;1510922004;714665889;177;1.96
1510922004.728672;1510922004;728672027;180;1.52
1510922004.742694;1510922004;742693901;179;5.26
1510922004.859155;1510922004;859154939;177;1.98
1510922004.873027;1510922004;873027086;180;1.54
1510922004.887118;1510922004;887118101;179;5.25
1510922005.003658;1510922005;3658056;177;1.93
1510922005.017673;1510922005;17673015;180;1.52
1510922005.031652;1510922005;31651973;179;5.24
1510922005.14817;1510922005;148169994;177;1.85
1510922005.162104;1510922005;162103891;180;1.52
1510922005.176067;1510922005;176067113;179;5.26
1510922005.292575;1510922005;292574882;177;1.88
1510922005.306573;1510922005;306572914;180;1.55
1510922005.320544;1510922005;320544004;179;5.24
1510922005.437093;1510922005;437093019;177;1.93
1510922005.45103;1510922005;451030015;180;1.53
1510922005.464922;1510922005;464921951;179;5.24
1510922005.581529;1510922005;581528902;177;1.91
1510922005.595403;1510922005;595402956;180;1.53
1510922005.609458;1510922005;609457969;179;5.25
1510922005.726009;1510922005;726008892;177;1.92
1510922005.739899;1510922005;739898920;180;1.52
1510922005.753959;1510922005;753958940;179;5.27
1510922005.870409;1510922005;870409011;177;1.93
1510922005.884381;1510922005;884381055;180;1.51
1510922005.898436;1510922005;898436069;179;5.24
1510922006.014954;1510922006;14954090;177;2.01
1510922006.02899;1510922006;28990030;180;1.57
1510922006.042845;1510922006;42845010;179;5.25
1510922006.159369;1510922006;159368991;177;1.93
1510922006.173257;1510922006;173257112;180;1.6
1510922006.187355;1510922006;187355041;179;5.25
1510922006.234887;1510922006;234886884;178;0.0
1510922006.462231;1510922006;462230920;177;1.9
1510922006.476243;1510922006;476243019;180;1.51
1510922006.490339;1510922006;490339040;179;5.26
1510922006.504356;1510922006;504355907;178;5.35
1510922006.627227;1510922006;627227067;177;1.88
1510922006.64122;1510922006;641220092;180;1.47
1510922006.655175;1510922006;655174970;179;5.21
1510922006.669225;1510922006;669224977;178;5.37
1510922006.793595;1510922006;793595075;177;2.01
1510922006.807383;1510922006;807383060;180;1.49
1510922006.821491;1510922006;821491003;179;5.16
1510922006.835455;1510922006;835454940;178;5.34
1510922006.959786;1510922006;959785938;177;1.93
1510922006.97364;1510922006;973639965;180;1.51
1510922006.987675;1510922006;987674951;179;5.16
1510922007.001795;1510922007;1795053;178;5.38
1510922007.126006;1510922007;126005887;177;1.97
1510922007.139995;1510922007;139995098;180;1.52
1510922007.154074;1510922007;154073953;179;5.15
1510922007.167976;1510922007;167975902;178;5.38
1510922007.290974;1510922007;290973901;177;1.89
1510922007.304961;1510922007;304960966;180;1.56
1510922007.318977;1510922007;318977117;179;5.18
1510922007.33296;1510922007;332959890;178;5.33
1510922007.455849;1510922007;455848932;177;1.91
1510922007.469824;1510922007;469824075;180;1.49
1510922007.483818;1510922007;483818054;179;5.22
1510922007.497815;1510922007;497814893;178;5.39
1510922007.622121;1510922007;622121095;177;1.97
1510922007.636149;1510922007;636148929;180;1.56
1510922007.650107;1510922007;650106906;179;5.19
1510922007.66413;1510922007;664129972;178;5.33
1510922007.788391;1510922007;788391113;177;1.93
1510922007.802328;1510922007;802328109;180;1.52
1510922007.816275;1510922007;816274881;179;5.17
1510922007.8304;1510922007;830399990;178;5.36
1510922007.953302;1510922007;953301906;177;1.93
1510922007.967307;1510922007;967307090;180;1.53
1510922007.981247;1510922007;981246948;179;5.17
1510922007.99525;1510922007;995249986;178;5.36
1510922008.118246;1510922008;118246078;177;1.89
1510922008.132038;1510922008;132038116;180;1.55
1510922008.146243;1510922008;146243095;179;5.21
1510922008.160119;1510922008;160119056;178;5.4
1510922008.284385;1510922008;284384965;177;1.95
1510922008.298404;1510922008;298403978;180;1.54
1510922008.312468;1510922008;312468051;179;5.22
1510922008.326504;1510922008;326503992;178;5.37
1510922008.449411;1510922008;449410915;177;1.92
1510922008.463374;1510922008;463373899;180;1.57
1510922008.477364;1510922008;477364063;179;5.2
1510922008.491381;1510922008;491380929;178;5.33
1510922008.614345;1510922008;614345073;177;1.94
1510922008.628311;1510922008;628310918;180;1.51
1510922008.642315;1510922008;642314910;179;5.22
1510922008.656328;1510922008;656327962;178;5.32
1510922008.78054;1510922008;780539989;177;1.94
1510922008.794498;1510922008;794497966;180;1.58
1510922008.808587;1510922008;808587074;179;5.15
1510922008.822631;1510922008;822630882;178;5.33
1510922008.946766;1510922008;946765899;177;1.9
1510922008.960801;1510922008;960800886;180;1.58
1510922008.974818;1510922008;974817991;179;5.21
1510922008.988863;1510922008;988862991;178;5.38
1510922009.111786;1510922009;111785888;177;2.05
1510922009.125724;1510922009;125724077;180;1.55
1510922009.139753;1510922009;139753103;179;5.18
1510922009.153784;1510922009;153784036;178;5.37
1510922009.276658;1510922009;276658058;177;1.91
1510922009.290594;1510922009;290594100;180;1.54
1510922009.304323;1510922009;304322957;179;5.22
1510922009.318648;1510922009;318648099;178;5.35
1510922009.442921;1510922009;442920923;177;1.96
1510922009.456923;1510922009;456923007;180;1.55
1510922009.470822;1510922009;470822095;179;5.18
1510922009.484961;1510922009;484961032;178;5.34
1510922009.607822;1510922009;607821941;177;1.93
1510922009.621834;1510922009;621834039;180;1.48
1510922009.63584;1510922009;635839939;179;5.18
1510922009.649879;1510922009;649878978;178;5.35
1510922009.939056;1510922009;939055919;177;1.94
1510922009.953033;1510922009;953032970;180;1.56
1510922009.967004;1510922009;967004060;179;5.21
1510922009.981034;1510922009;981034040;178;5.37
1510922010.105294;1510922010;105293989;177;1.95
1510922010.119276;1510922010;119276046;180;1.53
1510922010.13323;1510922010;133229970;179;5.18
1510922010.147264;1510922010;147264003;178;5.35
1510922010.270242;1510922010;270241975;177;1.96
1510922010.284116;1510922010;284116029;180;1.52
1510922010.298202;1510922010;298202037;179;5.19
1510922010.312195;1510922010;312195062;178;5.35
1510922010.43504;1510922010;435039997;177;1.92
1510922010.449144;1510922010;449143886;180;1.52
1510922010.463077;1510922010;463077068;179;5.21
1510922010.477118;1510922010;477118015;178;5.35
1510922010.601453;1510922010;601453065;177;1.95
1510922010.615427;1510922010;615427017;180;1.51
1510922010.629361;1510922010;629360914;179;5.19
1510922010.643329;1510922010;643328905;178;5.34
1510922010.766294;1510922010;766294002;177;1.89
1510922010.780319;1510922010;780318975;180;1.52
1510922010.794271;1510922010;794270992;179;5.21
1510922010.808187;1510922010;808187007;178;5.36
1510922010.93117;1510922010;931169986;177;1.9
1510922010.945204;1510922010;945204019;180;1.54
1510922010.959235;1510922010;959234952;179;5.25
1510922010.973206;1510922010;973206043;178;5.38
1510922011.097549;1510922011;97548961;177;1.91
1510922011.111371;1510922011;111371040;180;1.57
1510922011.125488;1510922011;125488042;179;5.26
1510922011.139402;1510922011;139401912;178;5.42
1510922011.263726;1510922011;263725996;177;1.92
1510922011.277814;1510922011;277813911;180;1.69
1510922011.291744;1510922011;291743993;179;5.29
1510922011.305655;1510922011;305655002;178;5.45
1510922011.428637;1510922011;428637027;177;1.85
1510922011.442652;1510922011;442651987;180;1.76
1510922011.456607;1510922011;456607103;179;5.35
1510922011.470637;1510922011;470637083;178;5.49
1510922011.593596;1510922011;593595981;177;1.82
1510922011.607577;1510922011;607577085;180;1.86
1510922011.621649;1510922011;621649026;179;5.39
1510922011.635564;1510922011;635564088;178;5.56
1510922011.759943;1510922011;759943008;177;1.84
1510922011.773822;1510922011;773822069;180;1.91
1510922011.787822;1510922011;787822008;179;5.41
1510922011.801751;1510922011;801750898;178;5.55
1510922011.924732;1510922011;924731969;177;1.83
1510922011.938646;1510922011;938646078;180;1.98
1510922011.952807;1510922011;952806949;179;5.47
1510922011.96679;1510922011;966789960;178;5.64
1510922012.089699;1510922012;89699029;177;1.82
