time;sec;nsec;beacon_id;pdf_type;mean_x;mean_y;cov_00;cov_01;cov_10;cov_11
1518089637.482694;1518089637;482693937;1;2;0.007684966598119969;0.0029714734531262094;2.6768128719413142;1.3322676295501878e-16;1.3322676295501878e-16;2.6768128719413147
1518089637.482694;1518089637;482693937;2;2;0.007684966598120072;0.0029714734531262202;2.976477473400182;7.401486830834377e-17;7.401486830834377e-17;2.9764774734001826
1518089637.482694;1518089637;482693937;3;2;0.007684966598120255;0.0029714734531262233;8.314141347042833;6.661338147750939e-16;6.661338147750939e-16;8.314141347042833
1518089637.482694;1518089637;482693937;4;2;0.007684966598120365;0.0029714734531261287;15.084428502657572;1.4930585503579692e-15;1.4930585503579692e-15;15.084428502657568
1518089637.9737325;1518089637;973732452;1;2;0.46528708214773656;2.0341058292728396;0.5125965375649822;-0.10746003780285877;-0.10746003780285877;0.05982942761137212
1518089637.9737325;1518089637;973732452;3;2;0.8185488726329838;3.60211029182041;2.1048049432198117;-0.43193883326472865;-0.43193883326472865;0.28489401435157896
1518089637.9737325;1518089637;973732452;4;2;1.1104885952085004;4.897927728414672;3.6105804910200443;-0.7464357858208303;-0.7464357858208303;0.4655827744544291
1518089638.476767;1518089638;476767139;1;2;0.048532981575893044;2.1065720902730978;0.32561092831257443;-0.003911796507147894;-0.003911796507147894;0.011746749390168142
1518089638.476767;1518089638;476767139;2;2;-0.05190462368818359;2.242868634647641;0.7317713649638898;0.008402974020186573;0.008402974020186568;0.04418781625310278
1518089638.476767;1518089638;476767139;3;2;-0.7619266545762204;3.5816527820303823;2.3871903766107865;0.3211760048316623;0.3211760048316623;0.22317083502731577
1518089638.476767;1518089638;476767139;4;2;-0.8387865907454967;4.975321129020118;3.5214516862891263;0.420797673360217;0.420797673360217;0.2652698859033508
1518089638.9816453;1518089638;981645342;1;2;0.30179566982342176;2.1948061424260503;0.12311943634121228;-0.013772786663466903;-0.013772786663466903;0.006332561489419702
1518089638.9816453;1518089638;981645342;3;2;0.15075239739843427;3.453094814493866;3.7263249596993515;-0.7008685488316301;-0.70086854883163;0.33837451891270337
1518089638.9816453;1518089638;981645342;4;2;1.4955054060419846;5.096076526244076;0.684725865417217;-0.197059715033822;-0.197059715033822;0.0673622520264078
1518089639.4652069;1518089639;465206947;1;2;0.7857023602237999;1.9785276045939328;0.060166313237467677;-0.024282442982681608;-0.024282442982681608;0.010607870614082611
