time;sec;nsec;tag_address;anchor_address;range;receive_power;first_path_power;receive_quality;temperature;voltage;tag_antenna_delay
1518091758.213222;1518091758;213222026;176;178;2.009999990463257;-71.2300033569336;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091758.226375;1518091758;226375102;176;177;2.4100000858306885;-69.66999816894531;-280.8999938964844;-153.10000610351562;49.220001220703125;3.2884390354156494;16442
1518091758.240031;1518091758;240031003;176;180;3.950000047683716;-76.55000305175781;-280.8999938964844;-153.10000610351562;50.36000061035156;2.5485548973083496;16442
1518091758.254411;1518091758;254410982;176;179;5.53000020980835;-73.69999694824219;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091758.379188;1518091758;379188060;176;178;1.9800000190734863;-71.4800033569336;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091758.392262;1518091758;392261981;176;177;2.4200000762939453;-69.05999755859375;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091758.406544;1518091758;406543970;176;180;3.9600000381469727;-76.95999908447266;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091758.420866;1518091758;420866012;176;179;5.510000228881836;-74.8499984741211;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091758.5451;1518091758;545099973;176;178;2.0;-71.95999908447266;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091758.558243;1518091758;558243036;176;177;2.4600000381469727;-69.4000015258789;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091758.572762;1518091758;572762012;176;180;3.9700000286102295;-77.81999969482422;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091758.587565;1518091758;587564945;176;179;5.489999771118164;-74.29000091552734;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091758.710063;1518091758;710062980;176;178;1.9800000190734863;-70.86000061035156;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091758.723479;1518091758;723479032;176;177;2.4100000858306885;-69.86000061035156;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091758.738114;1518091758;738114118;176;180;3.940000057220459;-77.25;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091758.751571;1518091758;751570940;176;179;5.449999809265137;-74.69999694824219;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091758.875418;1518091758;875417947;176;178;2.0299999713897705;-71.12999725341797;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091758.88849;1518091758;888489961;176;177;2.450000047683716;-68.91999816894531;-280.8999938964844;-153.10000610351562;49.220001220703125;3.2884390354156494;16442
1518091758.902606;1518091758;902606010;176;180;3.9600000381469727;-77.62999725341797;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091758.91724;1518091758;917239904;176;179;5.510000228881836;-74.01000213623047;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091759.040805;1518091759;40805101;176;178;2.0299999713897705;-71.77999877929688;-280.8999938964844;-153.10000610351562;49.220001220703125;3.299999952316284;16442
1518091759.055172;1518091759;55171966;176;177;2.4600000381469727;-69.79000091552734;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.5485548973083496;16442
1518091759.069084;1518091759;69083929;176;180;3.930000066757202;-78.38999938964844;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091759.08184;1518091759;81840038;176;179;5.519999980926514;-74.5;-280.8999938964844;-153.10000610351562;49.220001220703125;3.299999952316284;16442
1518091759.206334;1518091759;206334114;176;178;2.0399999618530273;-71.55000305175781;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.5485548973083496;16442
1518091759.219998;1518091759;219997882;176;177;2.4700000286102295;-68.87999725341797;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091759.233422;1518091759;233422040;176;180;4.0;-77.30000305175781;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091759.247824;1518091759;247823953;176;179;5.510000228881836;-74.16000366210938;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091759.371254;1518091759;371253967;176;178;1.9800000190734863;-71.86000061035156;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2826590538024902;16442
1518091759.385175;1518091759;385174989;176;177;2.440000057220459;-69.23999786376953;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091759.398324;1518091759;398324012;176;180;3.9700000286102295;-77.5999984741211;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091759.412683;1518091759;412683010;176;179;5.480000019073486;-74.55000305175781;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2826590538024902;16442
1518091759.537552;1518091759;537552118;176;178;2.0299999713897705;-71.7699966430664;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091759.550577;1518091759;550576925;176;177;2.440000057220459;-69.33999633789062;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091759.565298;1518091759;565298080;176;180;3.9700000286102295;-76.45999908447266;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091759.578854;1518091759;578854084;176;179;5.53000020980835;-73.58999633789062;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091759.703427;1518091759;703427076;176;178;2.0;-71.16999816894531;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091759.717781;1518091759;717781066;176;177;2.440000057220459;-69.7699966430664;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091759.731548;1518091759;731548070;176;180;3.9700000286102295;-76.6500015258789;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091759.745377;1518091759;745377063;176;179;5.510000228881836;-74.77999877929688;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091759.868155;1518091759;868155002;176;178;2.0;-71.0;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091759.88159;1518091759;881589889;176;177;2.450000047683716;-69.01000213623047;-280.8999938964844;-153.10000610351562;49.220001220703125;3.2884390354156494;16442
1518091759.895844;1518091759;895843982;176;180;3.9600000381469727;-76.79000091552734;-280.8999938964844;-153.10000610351562;50.36000061035156;3.299999952316284;16442
1518091759.910575;1518091759;910574913;176;179;5.510000228881836;-74.3499984741211;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091760.033488;1518091760;33488035;176;178;2.0199999809265137;-71.2300033569336;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091760.047349;1518091760;47348976;176;177;2.430000066757202;-69.51000213623047;-280.8999938964844;-153.10000610351562;49.220001220703125;3.2884390354156494;16442
1518091760.060359;1518091760;60359001;176;180;3.9700000286102295;-76.88999938964844;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091760.074737;1518091760;74737071;176;179;5.460000038146973;-72.91000366210938;-280.8999938964844;-153.10000610351562;49.220001220703125;3.294219970703125;16442
1518091760.364778;1518091760;364778041;176;178;1.9800000190734863;-71.48999786376953;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091760.377907;1518091760;377907037;176;177;2.4200000762939453;-69.37000274658203;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091760.392251;1518091760;392251014;176;180;3.9600000381469727;-76.37999725341797;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091760.406803;1518091760;406802892;176;179;5.480000019073486;-74.66000366210938;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091760.529743;1518091760;529742956;176;178;1.9900000095367432;-70.81999969482422;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091760.54265;1518091760;542649984;176;177;2.390000104904175;-69.69999694824219;-280.8999938964844;-153.10000610351562;50.36000061035156;3.299999952316284;16442
1518091760.557656;1518091760;557656049;176;180;3.9800000190734863;-77.01000213623047;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091760.571293;1518091760;571293115;176;179;5.460000038146973;-73.95999908447266;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091760.69597;1518091760;695970058;176;178;2.0199999809265137;-71.6500015258789;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091760.70908;1518091760;709079980;176;177;2.440000057220459;-69.54000091552734;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091760.723908;1518091760;723907947;176;180;3.9700000286102295;-76.94999694824219;-280.8999938964844;-153.10000610351562;49.220001220703125;3.294219970703125;16442
1518091760.737516;1518091760;737515926;176;179;5.480000019073486;-72.69000244140625;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091760.861941;1518091760;861941099;176;178;2.0;-71.43000030517578;-280.8999938964844;-153.10000610351562;49.220001220703125;3.294219970703125;16442
1518091760.876033;1518091760;876033067;176;177;2.4000000953674316;-68.88999938964844;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091760.889502;1518091760;889502048;176;180;4.03000020980835;-75.86000061035156;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091760.904048;1518091760;904047966;176;179;5.519999980926514;-74.63999938964844;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.554335117340088;16442
1518091761.027137;1518091761;27137041;176;178;2.049999952316284;-68.87999725341797;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2826590538024902;16442
1518091761.04037;1518091761;40369987;176;177;2.4700000286102295;-69.80000305175781;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091761.054806;1518091761;54805994;176;180;3.9800000190734863;-78.7699966430664;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091761.068588;1518091761;68588018;176;179;5.420000076293945;-75.38999938964844;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091761.192258;1518091761;192257881;176;178;2.049999952316284;-70.77999877929688;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091761.20528;1518091761;205280065;176;177;2.4200000762939453;-72.80999755859375;-280.8999938964844;-153.10000610351562;49.220001220703125;3.2884390354156494;16442
1518091761.219903;1518091761;219902992;176;180;3.940000057220459;-76.76000213623047;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091761.233622;1518091761;233622074;176;179;5.360000133514404;-74.88999938964844;-280.8999938964844;-153.10000610351562;50.36000061035156;2.5485548973083496;16442
1518091761.358518;1518091761;358517885;176;178;2.0199999809265137;-69.66999816894531;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091761.371194;1518091761;371193885;176;177;2.430000066757202;-68.94000244140625;-280.8999938964844;-153.10000610351562;51.5;3.2884390354156494;16442
1518091761.385775;1518091761;385775089;176;180;3.9600000381469727;-74.48999786376953;-280.8999938964844;-153.10000610351562;50.36000061035156;3.2884390354156494;16442
1518091761.399408;1518091761;399408102;176;179;5.480000019073486;-73.7300033569336;-280.8999938964844;-153.10000610351562;50.36000061035156;2.5485548973083496;16442
1518091761.523276;1518091761;523276090;176;178;2.0;-71.02999877929688;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091761.53625;1518091761;536250114;176;177;2.490000009536743;-68.33999633789062;-280.8999938964844;-153.10000610351562;-95.55999755859375;2.542773962020874;16442
1518091761.550492;1518091761;550492048;176;180;3.950000047683716;-76.3499984741211;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
1518091761.56472;1518091761;564719915;176;179;5.480000019073486;-74.5;-280.8999938964844;-153.10000610351562;50.36000061035156;3.294219970703125;16442
