time;sec;nsec;tag_address;anchor_address;range;receive_power;first_path_power;receive_quality;temperature;voltage;tag_antenna_delay;ground_truth
1516450729.36554;1516450729;365539073;176;177;7.28000020980835;-85.6500015258789;-279.299987792969;-152.979995727539;50.3600006103516;3.28843903541565;16442;7
1516450729.46767;1516450729;467669010;176;177;7.23000001907349;-86.6600036621094;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;7
1516450729.56997;1516450729;569967031;176;177;7.26000022888184;-86.4700012207031;-279.299987792969;-152.979995727539;50.3600006103516;3.28843903541565;16442;7
1516450729.67212;1516450729;672115087;176;177;7.21999979019165;-86.9100036621094;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;7
1516450729.8763;1516450729;876301050;176;177;7.21999979019165;-88;-279.299987792969;-152.979995727539;50.3600006103516;3.29421997070312;16442;7
1516450729.97896;1516450729;978960990;176;177;7.26000022888184;-86.8300018310547;-279.299987792969;-152.979995727539;-95.5599975585938;2.54277396202087;16442;7
1516450730.08118;1516450730;81183910;176;177;7.23000001907349;-87.0599975585938;-279.299987792969;-152.979995727539;-95.5599975585938;2.54277396202087;16442;7
1516450730.18314;1516450730;183144092;176;177;7.28999996185303;-86.4800033569336;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;7
1516450730.28557;1516450730;285573959;176;177;7.25;-86.2799987792969;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;7
1516450730.38768;1516450730;387677907;176;177;7.26000022888184;-85.4499969482422;-279.299987792969;-152.979995727539;50.3600006103516;2.54855489730835;16442;7
1516450730.48991;1516450730;489907026;176;177;7.28999996185303;-85.9300003051758;-279.299987792969;-152.979995727539;49.2200012207031;3.28843903541565;16442;7
1516450730.59201;1516450730;592005968;176;177;7.23999977111816;-85.0899963378906;-279.299987792969;-152.979995727539;50.3600006103516;3.29421997070312;16442;7
1516450730.69443;1516450730;694431066;176;177;7.23999977111816;-85.0500030517578;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;7
1516450730.79644;1516450730;796442031;176;177;7.17999982833862;-85.9400024414063;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;7
1516450730.89856;1516450730;898556947;176;177;7.23000001907349;-84.8000030517578;-279.299987792969;-152.979995727539;50.3600006103516;3.29421997070312;16442;7
1516450731.0008;1516450731;804901;176;177;7.26000022888184;-85.3000030517578;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;7
1516450731.10315;1516450731;103149890;176;177;7.25;-85.5400009155273;-279.299987792969;-152.979995727539;50.3600006103516;3.28843903541565;16442;7
1516450731.20434;1516450731;204338073;176;177;7.23000001907349;-85.5800018310547;-279.299987792969;-152.979995727539;50.3600006103516;2.54855489730835;16442;7
