time;sec;nsec;tag_address;anchor_address;range;receive_power;first_path_power;receive_quality;temperature;voltage;tag_antenna_delay;ground_truth
1516449071.68583;1516449071;685827016;176;177;6.78999996185303;-84.879997253418;-279.299987792969;-152.979995727539;49.2200012207031;3.29999995231628;16442;6.5
1516449071.78806;1516449071;788055896;176;177;6.84999990463257;-84.4700012207031;-279.299987792969;-152.979995727539;49.2200012207031;3.29999995231628;16442;6.5
1516449071.89071;1516449071;890705108;176;177;6.78000020980835;-83.9199981689453;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;6.5
1516449071.99307;1516449071;993068933;176;177;6.82000017166138;-85.5599975585938;-279.299987792969;-152.979995727539;49.2200012207031;3.28843903541565;16442;6.5
1516449072.09535;1516449072;95345973;176;177;6.84000015258789;-85.4599990844727;-279.299987792969;-152.979995727539;-95.5599975585938;2.54277396202087;16442;6.5
1516449072.19729;1516449072;197292089;176;177;6.80000019073486;-85.8099975585938;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;6.5
1516449072.29966;1516449072;299664020;176;177;6.84999990463257;-84.5400009155273;-279.299987792969;-152.979995727539;50.3600006103516;3.28843903541565;16442;6.5
1516449072.40173;1516449072;401731014;176;177;6.80999994277954;-86.0500030517578;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;6.5
1516449072.50398;1516449072;503978967;176;177;6.82000017166138;-85;-279.299987792969;-152.979995727539;-97.8399963378906;2.55433511734009;16442;6.5
1516449072.70823;1516449072;708225965;176;177;6.80000019073486;-84.5;-279.299987792969;-152.979995727539;50.3600006103516;3.29421997070312;16442;6.5
1516449072.81058;1516449072;810584068;176;177;6.80000019073486;-85.1999969482422;-279.299987792969;-152.979995727539;-97.8399963378906;2.55433511734009;16442;6.5
1516449072.91288;1516449072;912880897;176;177;6.80999994277954;-84.9800033569336;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;6.5
1516449073.01505;1516449073;15052080;176;177;6.80999994277954;-86.1600036621094;-279.299987792969;-152.979995727539;50.3600006103516;3.29421997070312;16442;6.5
1516449073.11731;1516449073;117311954;176;177;6.84999990463257;-84.1100006103516;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;6.5
1516449073.21976;1516449073;219757080;176;177;6.80999994277954;-85.5100021362305;-279.299987792969;-152.979995727539;-95.5599975585938;2.54277396202087;16442;6.5
1516449073.32195;1516449073;321953058;176;177;6.82000017166138;-85.2200012207031;-279.299987792969;-152.979995727539;-97.8399963378906;2.54277396202087;16442;6.5
1516449073.42414;1516449073;424139976;176;177;6.80999994277954;-85.6699981689453;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;6.5
1516449073.52653;1516449073;526529073;176;177;6.76999998092651;-86.370002746582;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;6.5
1516449073.62753;1516449073;627528905;176;177;6.82000017166138;-85.0800018310547;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;6.5
1516449073.73013;1516449073;730130910;176;177;6.76999998092651;-85.7099990844727;-279.299987792969;-152.979995727539;49.2200012207031;3.29999995231628;16442;6.5
1516449073.83309;1516449073;833085060;176;177;6.80999994277954;-86.0800018310547;-279.299987792969;-152.979995727539;-97.8399963378906;2.55433511734009;16442;6.5
1516449073.93502;1516449073;935017108;176;177;6.82000017166138;-86.0999984741211;-279.299987792969;-152.979995727539;49.2200012207031;3.28843903541565;16442;6.5
1516449074.03744;1516449074;37441015;176;177;6.82000017166138;-85.3099975585937;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;6.5
1516449074.1396;1516449074;139602899;176;177;6.82000017166138;-85.7600021362305;-279.299987792969;-152.979995727539;50.3600006103516;3.28843903541565;16442;6.5
1516449074.24166;1516449074;241662979;176;177;6.82000017166138;-85.2799987792969;-279.299987792969;-152.979995727539;49.2200012207031;3.29421997070312;16442;6.5
1516449074.3435;1516449074;343504905;176;177;6.76999998092651;-86.0899963378906;-279.299987792969;-152.979995727539;50.3600006103516;3.29999995231628;16442;6.5
1516449074.44613;1516449074;446130037;176;177;6.78000020980835;-87.2600021362305;-279.299987792969;-152.979995727539;50.3600006103516;3.29421997070312;16442;6.5
1516449074.54857;1516449074;548573970;176;177;6.78999996185303;-85.8199996948242;-279.299987792969;-152.979995727539;-95.5599975585938;2.56011605262756;16442;6.5
1516449074.65094;1516449074;650940895;176;177;6.84999990463257;-85.8099975585938;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;6.5
1516449074.85511;1516449074;855106115;176;177;6.75;-86.379997253418;-279.299987792969;-152.979995727539;50.3600006103516;2.55433511734009;16442;6.5
1516449074.95744;1516449074;957436084;176;177;6.76999998092651;-85.1699981689453;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;6.5
1516449075.05954;1516449075;59544086;176;177;6.80000019073486;-85.1399993896484;-279.299987792969;-152.979995727539;50.3600006103516;3.28843903541565;16442;6.5
1516449075.16174;1516449075;161744117;176;177;6.76000022888184;-86.3000030517578;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;6.5
1516449075.26414;1516449075;264139890;176;177;6.84000015258789;-85.379997253418;-279.299987792969;-152.979995727539;-95.5599975585938;2.55433511734009;16442;6.5
1516449075.36569;1516449075;365690946;176;177;6.76999998092651;-85.5500030517578;-279.299987792969;-152.979995727539;50.3600006103516;3.29999995231628;16442;6.5
